SE_id,SE_type,lon,lat,node_id,group_id,location_type
10010605,xfc_150kW,-93.1,45.2,station_106,106,U
10010606,xfc_150kW,-93.1,45.2,station_106,106,U
10010607,xfc_150kW,-93.1,45.2,station_106,106,U
10010608,xfc_150kW,-93.1,45.2,station_106,106,U
10010701,xfc_150kW,-93.1,45.2,station_107,107,U
10010702,xfc_150kW,-93.1,45.2,station_107,107,U
10010703,xfc_150kW,-93.1,45.2,station_107,107,U
10010704,xfc_150kW,-93.1,45.2,station_107,107,U
10010705,xfc_150kW,-93.1,45.2,station_107,107,U
10010706,xfc_150kW,-93.1,45.2,station_107,107,U
10010707,xfc_150kW,-93.1,45.2,station_107,107,U
10010708,xfc_150kW,-93.1,45.2,station_107,107,U
10010901,xfc_150kW,-93.1,45.2,station_109,109,U
10010902,xfc_150kW,-93.1,45.2,station_109,109,U
10010903,xfc_150kW,-93.1,45.2,station_109,109,U
10010904,xfc_150kW,-93.1,45.2,station_109,109,U
10010905,xfc_150kW,-93.1,45.2,station_109,109,U
10010906,xfc_150kW,-93.1,45.2,station_109,109,U
10010907,xfc_150kW,-93.1,45.2,station_109,109,U
10010908,xfc_150kW,-93.1,45.2,station_109,109,U
10011001,xfc_150kW,-93.1,45.2,station_110,110,U
10011002,xfc_150kW,-93.1,45.2,station_110,110,U
10011003,xfc_150kW,-93.1,45.2,station_110,110,U
10011004,xfc_150kW,-93.1,45.2,station_110,110,U
10011005,xfc_150kW,-93.1,45.2,station_110,110,U
10011006,xfc_150kW,-93.1,45.2,station_110,110,U
10011007,xfc_150kW,-93.1,45.2,station_110,110,U
10011008,xfc_150kW,-93.1,45.2,station_110,110,U
10011401,xfc_150kW,-93.1,45.2,station_114,114,U
10011402,xfc_150kW,-93.1,45.2,station_114,114,U
10011403,xfc_150kW,-93.1,45.2,station_114,114,U
10011404,xfc_150kW,-93.1,45.2,station_114,114,U
10011405,xfc_150kW,-93.1,45.2,station_114,114,U
10011406,xfc_150kW,-93.1,45.2,station_114,114,U
10011407,xfc_150kW,-93.1,45.2,station_114,114,U
10011408,xfc_150kW,-93.1,45.2,station_114,114,U
10011501,xfc_150kW,-93.1,45.2,station_115,115,U
10011502,xfc_150kW,-93.1,45.2,station_115,115,U
10011503,xfc_150kW,-93.1,45.2,station_115,115,U
10011504,xfc_150kW,-93.1,45.2,station_115,115,U
10011505,xfc_150kW,-93.1,45.2,station_115,115,U
10011506,xfc_150kW,-93.1,45.2,station_115,115,U
10011507,xfc_150kW,-93.1,45.2,station_115,115,U
10011508,xfc_150kW,-93.1,45.2,station_115,115,U
10011601,xfc_150kW,-93.1,45.2,station_116,116,U
10011602,xfc_150kW,-93.1,45.2,station_116,116,U
10011603,xfc_150kW,-93.1,45.2,station_116,116,U
10011604,xfc_150kW,-93.1,45.2,station_116,116,U
10011605,xfc_150kW,-93.1,45.2,station_116,116,U
10011606,xfc_150kW,-93.1,45.2,station_116,116,U
10011607,xfc_150kW,-93.1,45.2,station_116,116,U
10011608,xfc_150kW,-93.1,45.2,station_116,116,U
10011701,xfc_150kW,-93.1,45.2,station_117,117,U
10011702,xfc_150kW,-93.1,45.2,station_117,117,U
10011703,xfc_150kW,-93.1,45.2,station_117,117,U
10011704,xfc_150kW,-93.1,45.2,station_117,117,U
10011705,xfc_150kW,-93.1,45.2,station_117,117,U
10011706,xfc_150kW,-93.1,45.2,station_117,117,U
10011707,xfc_150kW,-93.1,45.2,station_117,117,U
10011708,xfc_150kW,-93.1,45.2,station_117,117,U
10011801,xfc_150kW,-93.1,45.2,station_118,118,U
10011802,xfc_150kW,-93.1,45.2,station_118,118,U
10011803,xfc_150kW,-93.1,45.2,station_118,118,U
10011804,xfc_150kW,-93.1,45.2,station_118,118,U
10011805,xfc_150kW,-93.1,45.2,station_118,118,U
10011806,xfc_150kW,-93.1,45.2,station_118,118,U
10011807,xfc_150kW,-93.1,45.2,station_118,118,U
10011808,xfc_150kW,-93.1,45.2,station_118,118,U
10011901,xfc_150kW,-93.1,45.2,station_119,119,U
10011902,xfc_150kW,-93.1,45.2,station_119,119,U
10011903,xfc_150kW,-93.1,45.2,station_119,119,U
10011904,xfc_150kW,-93.1,45.2,station_119,119,U
10011905,xfc_150kW,-93.1,45.2,station_119,119,U
10011906,xfc_150kW,-93.1,45.2,station_119,119,U
10011907,xfc_150kW,-93.1,45.2,station_119,119,U
10011908,xfc_150kW,-93.1,45.2,station_119,119,U
10012201,xfc_150kW,-93.1,45.2,station_122,122,U
10012202,xfc_150kW,-93.1,45.2,station_122,122,U
10012203,xfc_150kW,-93.1,45.2,station_122,122,U
10012204,xfc_150kW,-93.1,45.2,station_122,122,U
10012205,xfc_150kW,-93.1,45.2,station_122,122,U
10012206,xfc_150kW,-93.1,45.2,station_122,122,U
10012207,xfc_150kW,-93.1,45.2,station_122,122,U
10012208,xfc_150kW,-93.1,45.2,station_122,122,U
10012501,xfc_150kW,-93.1,45.2,station_125,125,U
10012502,xfc_150kW,-93.1,45.2,station_125,125,U
10012503,xfc_150kW,-93.1,45.2,station_125,125,U
10012504,xfc_150kW,-93.1,45.2,station_125,125,U
10012505,xfc_150kW,-93.1,45.2,station_125,125,U
10012506,xfc_150kW,-93.1,45.2,station_125,125,U
10012507,xfc_150kW,-93.1,45.2,station_125,125,U
10012508,xfc_150kW,-93.1,45.2,station_125,125,U
10012701,xfc_150kW,-93.1,45.2,station_127,127,U
10012702,xfc_150kW,-93.1,45.2,station_127,127,U
10012703,xfc_150kW,-93.1,45.2,station_127,127,U
10012704,xfc_150kW,-93.1,45.2,station_127,127,U
10012705,xfc_150kW,-93.1,45.2,station_127,127,U
10012706,xfc_150kW,-93.1,45.2,station_127,127,U
10012707,xfc_150kW,-93.1,45.2,station_127,127,U
10012708,xfc_150kW,-93.1,45.2,station_127,127,U
10012709,xfc_150kW,-93.1,45.2,station_127,127,U
10012710,xfc_150kW,-93.1,45.2,station_127,127,U
10012801,xfc_150kW,-93.1,45.2,station_128,128,U
10012802,xfc_150kW,-93.1,45.2,station_128,128,U
10012803,xfc_150kW,-93.1,45.2,station_128,128,U
10012804,xfc_150kW,-93.1,45.2,station_128,128,U
10012805,xfc_150kW,-93.1,45.2,station_128,128,U
10012806,xfc_150kW,-93.1,45.2,station_128,128,U
10012807,xfc_150kW,-93.1,45.2,station_128,128,U
10012808,xfc_150kW,-93.1,45.2,station_128,128,U
10013004,xfc_150kW,-93.1,45.2,station_130,130,U
10013005,xfc_150kW,-93.1,45.2,station_130,130,U
10013006,xfc_150kW,-93.1,45.2,station_130,130,U
10013007,xfc_150kW,-93.1,45.2,station_130,130,U
10013008,xfc_150kW,-93.1,45.2,station_130,130,U
10013101,xfc_150kW,-93.1,45.2,station_131,131,U
10013102,xfc_150kW,-93.1,45.2,station_131,131,U
10013103,xfc_150kW,-93.1,45.2,station_131,131,U
10013104,xfc_150kW,-93.1,45.2,station_131,131,U
10013105,xfc_150kW,-93.1,45.2,station_131,131,U
10013106,xfc_150kW,-93.1,45.2,station_131,131,U
10013107,xfc_150kW,-93.1,45.2,station_131,131,U
10013108,xfc_150kW,-93.1,45.2,station_131,131,U
10013301,xfc_150kW,-93.1,45.2,station_133,133,U
10013302,xfc_150kW,-93.1,45.2,station_133,133,U
10013303,xfc_150kW,-93.1,45.2,station_133,133,U
10013304,xfc_150kW,-93.1,45.2,station_133,133,U
10013305,xfc_150kW,-93.1,45.2,station_133,133,U
10013306,xfc_150kW,-93.1,45.2,station_133,133,U
10013307,xfc_150kW,-93.1,45.2,station_133,133,U
10013308,xfc_150kW,-93.1,45.2,station_133,133,U
10013309,xfc_150kW,-93.1,45.2,station_133,133,U
10013310,xfc_150kW,-93.1,45.2,station_133,133,U
10013311,xfc_150kW,-93.1,45.2,station_133,133,U
10013312,xfc_150kW,-93.1,45.2,station_133,133,U
10013401,xfc_150kW,-93.1,45.2,station_134,134,U
10013402,xfc_150kW,-93.1,45.2,station_134,134,U
10013403,xfc_150kW,-93.1,45.2,station_134,134,U
10013404,xfc_150kW,-93.1,45.2,station_134,134,U
10013405,xfc_150kW,-93.1,45.2,station_134,134,U
10013406,xfc_150kW,-93.1,45.2,station_134,134,U
10013407,xfc_150kW,-93.1,45.2,station_134,134,U
10013408,xfc_150kW,-93.1,45.2,station_134,134,U
10013601,xfc_150kW,-93.1,45.2,station_136,136,U
10013602,xfc_150kW,-93.1,45.2,station_136,136,U
10013603,xfc_150kW,-93.1,45.2,station_136,136,U
10013604,xfc_150kW,-93.1,45.2,station_136,136,U
10013605,xfc_150kW,-93.1,45.2,station_136,136,U
10013606,xfc_150kW,-93.1,45.2,station_136,136,U
10013607,xfc_150kW,-93.1,45.2,station_136,136,U
10013608,xfc_150kW,-93.1,45.2,station_136,136,U
10013701,xfc_150kW,-93.1,45.2,station_137,137,U
10013702,xfc_150kW,-93.1,45.2,station_137,137,U
10013703,xfc_150kW,-93.1,45.2,station_137,137,U
10013704,xfc_150kW,-93.1,45.2,station_137,137,U
10013705,xfc_150kW,-93.1,45.2,station_137,137,U
10013706,xfc_150kW,-93.1,45.2,station_137,137,U
10013707,xfc_150kW,-93.1,45.2,station_137,137,U
10013708,xfc_150kW,-93.1,45.2,station_137,137,U
10014001,xfc_150kW,-93.1,45.2,station_140,140,U
10014002,xfc_150kW,-93.1,45.2,station_140,140,U
10014003,xfc_150kW,-93.1,45.2,station_140,140,U
10014004,xfc_150kW,-93.1,45.2,station_140,140,U
10014005,xfc_150kW,-93.1,45.2,station_140,140,U
10014006,xfc_150kW,-93.1,45.2,station_140,140,U
10014007,xfc_150kW,-93.1,45.2,station_140,140,U
10014008,xfc_150kW,-93.1,45.2,station_140,140,U
10014009,xfc_150kW,-93.1,45.2,station_140,140,U
10014010,xfc_150kW,-93.1,45.2,station_140,140,U
10014101,xfc_150kW,-93.1,45.2,station_141,141,U
10014102,xfc_150kW,-93.1,45.2,station_141,141,U
10014103,xfc_150kW,-93.1,45.2,station_141,141,U
10014104,xfc_150kW,-93.1,45.2,station_141,141,U
10014105,xfc_150kW,-93.1,45.2,station_141,141,U
10014106,xfc_150kW,-93.1,45.2,station_141,141,U
10014107,xfc_150kW,-93.1,45.2,station_141,141,U
10014108,xfc_150kW,-93.1,45.2,station_141,141,U
10014401,xfc_150kW,-93.1,45.2,station_144,144,U
10014402,xfc_150kW,-93.1,45.2,station_144,144,U
10014403,xfc_150kW,-93.1,45.2,station_144,144,U
10014404,xfc_150kW,-93.1,45.2,station_144,144,U
10014405,xfc_150kW,-93.1,45.2,station_144,144,U
10014406,xfc_150kW,-93.1,45.2,station_144,144,U
10014407,xfc_150kW,-93.1,45.2,station_144,144,U
10014408,xfc_150kW,-93.1,45.2,station_144,144,U
10014501,xfc_150kW,-93.1,45.2,station_145,145,U
10014502,xfc_150kW,-93.1,45.2,station_145,145,U
10014503,xfc_150kW,-93.1,45.2,station_145,145,U
10014504,xfc_150kW,-93.1,45.2,station_145,145,U
10014505,xfc_150kW,-93.1,45.2,station_145,145,U
10014506,xfc_150kW,-93.1,45.2,station_145,145,U
10014507,xfc_150kW,-93.1,45.2,station_145,145,U
10014508,xfc_150kW,-93.1,45.2,station_145,145,U
10014701,xfc_150kW,-93.1,45.2,station_147,147,U
10014702,xfc_150kW,-93.1,45.2,station_147,147,U
10014703,xfc_150kW,-93.1,45.2,station_147,147,U
10014704,xfc_150kW,-93.1,45.2,station_147,147,U
10014705,xfc_150kW,-93.1,45.2,station_147,147,U
10014706,xfc_150kW,-93.1,45.2,station_147,147,U
10014707,xfc_150kW,-93.1,45.2,station_147,147,U
10014708,xfc_150kW,-93.1,45.2,station_147,147,U
10014709,xfc_150kW,-93.1,45.2,station_147,147,U
10014710,xfc_150kW,-93.1,45.2,station_147,147,U
10014801,xfc_150kW,-93.1,45.2,station_148,148,U
10014802,xfc_150kW,-93.1,45.2,station_148,148,U
10014803,xfc_150kW,-93.1,45.2,station_148,148,U
10014804,xfc_150kW,-93.1,45.2,station_148,148,U
10014805,xfc_150kW,-93.1,45.2,station_148,148,U
10014806,xfc_150kW,-93.1,45.2,station_148,148,U
10014807,xfc_150kW,-93.1,45.2,station_148,148,U
10014808,xfc_150kW,-93.1,45.2,station_148,148,U
10014809,xfc_150kW,-93.1,45.2,station_148,148,U
10014810,xfc_150kW,-93.1,45.2,station_148,148,U
10014811,xfc_150kW,-93.1,45.2,station_148,148,U
10014812,xfc_150kW,-93.1,45.2,station_148,148,U
10014813,xfc_150kW,-93.1,45.2,station_148,148,U
10014814,xfc_150kW,-93.1,45.2,station_148,148,U
10015101,xfc_150kW,-93.1,45.2,station_151,151,U
10015102,xfc_150kW,-93.1,45.2,station_151,151,U
10015103,xfc_150kW,-93.1,45.2,station_151,151,U
10015104,xfc_150kW,-93.1,45.2,station_151,151,U
10015105,xfc_150kW,-93.1,45.2,station_151,151,U
10015106,xfc_150kW,-93.1,45.2,station_151,151,U
10015107,xfc_150kW,-93.1,45.2,station_151,151,U
10015108,xfc_150kW,-93.1,45.2,station_151,151,U
10015301,xfc_150kW,-93.1,45.2,station_153,153,U
10015302,xfc_150kW,-93.1,45.2,station_153,153,U
10015303,xfc_150kW,-93.1,45.2,station_153,153,U
10015304,xfc_150kW,-93.1,45.2,station_153,153,U
10015305,xfc_150kW,-93.1,45.2,station_153,153,U
10015306,xfc_150kW,-93.1,45.2,station_153,153,U
10015307,xfc_150kW,-93.1,45.2,station_153,153,U
10015308,xfc_150kW,-93.1,45.2,station_153,153,U
10015401,xfc_150kW,-93.1,45.2,station_154,154,U
10015402,xfc_150kW,-93.1,45.2,station_154,154,U
10015403,xfc_150kW,-93.1,45.2,station_154,154,U
10015404,xfc_150kW,-93.1,45.2,station_154,154,U
10015405,xfc_150kW,-93.1,45.2,station_154,154,U
10015406,xfc_150kW,-93.1,45.2,station_154,154,U
10015407,xfc_150kW,-93.1,45.2,station_154,154,U
10015408,xfc_150kW,-93.1,45.2,station_154,154,U
10015501,xfc_150kW,-93.1,45.2,station_155,155,U
10015502,xfc_150kW,-93.1,45.2,station_155,155,U
10015503,xfc_150kW,-93.1,45.2,station_155,155,U
10015504,xfc_150kW,-93.1,45.2,station_155,155,U
10015505,xfc_150kW,-93.1,45.2,station_155,155,U
10015506,xfc_150kW,-93.1,45.2,station_155,155,U
10015507,xfc_150kW,-93.1,45.2,station_155,155,U
10015508,xfc_150kW,-93.1,45.2,station_155,155,U
10015701,xfc_150kW,-93.1,45.2,station_157,157,U
10015702,xfc_150kW,-93.1,45.2,station_157,157,U
10015703,xfc_150kW,-93.1,45.2,station_157,157,U
10015704,xfc_150kW,-93.1,45.2,station_157,157,U
10015705,xfc_150kW,-93.1,45.2,station_157,157,U
10015706,xfc_150kW,-93.1,45.2,station_157,157,U
10015707,xfc_150kW,-93.1,45.2,station_157,157,U
10015708,xfc_150kW,-93.1,45.2,station_157,157,U
10015801,xfc_150kW,-93.1,45.2,station_158,158,U
10015802,xfc_150kW,-93.1,45.2,station_158,158,U
10015803,xfc_150kW,-93.1,45.2,station_158,158,U
10015804,xfc_150kW,-93.1,45.2,station_158,158,U
10015805,xfc_150kW,-93.1,45.2,station_158,158,U
10015806,xfc_150kW,-93.1,45.2,station_158,158,U
10015807,xfc_150kW,-93.1,45.2,station_158,158,U
10015808,xfc_150kW,-93.1,45.2,station_158,158,U
10015901,xfc_150kW,-93.1,45.2,station_159,159,U
10015902,xfc_150kW,-93.1,45.2,station_159,159,U
10015903,xfc_150kW,-93.1,45.2,station_159,159,U
10015904,xfc_150kW,-93.1,45.2,station_159,159,U
10015905,xfc_150kW,-93.1,45.2,station_159,159,U
10015906,xfc_150kW,-93.1,45.2,station_159,159,U
10015907,xfc_150kW,-93.1,45.2,station_159,159,U
10015908,xfc_150kW,-93.1,45.2,station_159,159,U
10015909,xfc_150kW,-93.1,45.2,station_159,159,U
10015910,xfc_150kW,-93.1,45.2,station_159,159,U
10015911,xfc_150kW,-93.1,45.2,station_159,159,U
10015912,xfc_150kW,-93.1,45.2,station_159,159,U
10016101,xfc_150kW,-93.1,45.2,station_161,161,U
10016102,xfc_150kW,-93.1,45.2,station_161,161,U
10016103,xfc_150kW,-93.1,45.2,station_161,161,U
10016104,xfc_150kW,-93.1,45.2,station_161,161,U
10016105,xfc_150kW,-93.1,45.2,station_161,161,U
10016106,xfc_150kW,-93.1,45.2,station_161,161,U
10016107,xfc_150kW,-93.1,45.2,station_161,161,U
10016108,xfc_150kW,-93.1,45.2,station_161,161,U
10016201,xfc_150kW,-93.1,45.2,station_162,162,U
10016202,xfc_150kW,-93.1,45.2,station_162,162,U
10016203,xfc_150kW,-93.1,45.2,station_162,162,U
10016204,xfc_150kW,-93.1,45.2,station_162,162,U
10016205,xfc_150kW,-93.1,45.2,station_162,162,U
10016206,xfc_150kW,-93.1,45.2,station_162,162,U
10016207,xfc_150kW,-93.1,45.2,station_162,162,U
10016208,xfc_150kW,-93.1,45.2,station_162,162,U
10016209,xfc_150kW,-93.1,45.2,station_162,162,U
10016210,xfc_150kW,-93.1,45.2,station_162,162,U
10016301,xfc_150kW,-93.1,45.2,station_163,163,U
10016302,xfc_150kW,-93.1,45.2,station_163,163,U
10016303,xfc_150kW,-93.1,45.2,station_163,163,U
10016304,xfc_150kW,-93.1,45.2,station_163,163,U
10016305,xfc_150kW,-93.1,45.2,station_163,163,U
10016306,xfc_150kW,-93.1,45.2,station_163,163,U
10016307,xfc_150kW,-93.1,45.2,station_163,163,U
10016308,xfc_150kW,-93.1,45.2,station_163,163,U
10016501,xfc_150kW,-93.1,45.2,station_165,165,U
10016502,xfc_150kW,-93.1,45.2,station_165,165,U
10016503,xfc_150kW,-93.1,45.2,station_165,165,U
10016504,xfc_150kW,-93.1,45.2,station_165,165,U
10016505,xfc_150kW,-93.1,45.2,station_165,165,U
10016506,xfc_150kW,-93.1,45.2,station_165,165,U
10016507,xfc_150kW,-93.1,45.2,station_165,165,U
10016508,xfc_150kW,-93.1,45.2,station_165,165,U
10016601,xfc_150kW,-93.1,45.2,station_166,166,U
10016602,xfc_150kW,-93.1,45.2,station_166,166,U
10016603,xfc_150kW,-93.1,45.2,station_166,166,U
10016604,xfc_150kW,-93.1,45.2,station_166,166,U
10016605,xfc_150kW,-93.1,45.2,station_166,166,U
10016606,xfc_150kW,-93.1,45.2,station_166,166,U
10016607,xfc_150kW,-93.1,45.2,station_166,166,U
10016608,xfc_150kW,-93.1,45.2,station_166,166,U
10016701,xfc_150kW,-93.1,45.2,station_167,167,U
10016702,xfc_150kW,-93.1,45.2,station_167,167,U
10016703,xfc_150kW,-93.1,45.2,station_167,167,U
10016704,xfc_150kW,-93.1,45.2,station_167,167,U
10016705,xfc_150kW,-93.1,45.2,station_167,167,U
10016706,xfc_150kW,-93.1,45.2,station_167,167,U
10016707,xfc_150kW,-93.1,45.2,station_167,167,U
10016708,xfc_150kW,-93.1,45.2,station_167,167,U
10016709,xfc_150kW,-93.1,45.2,station_167,167,U
10016710,xfc_150kW,-93.1,45.2,station_167,167,U
10016801,xfc_150kW,-93.1,45.2,station_168,168,U
10016802,xfc_150kW,-93.1,45.2,station_168,168,U
10016803,xfc_150kW,-93.1,45.2,station_168,168,U
10016804,xfc_150kW,-93.1,45.2,station_168,168,U
10016805,xfc_150kW,-93.1,45.2,station_168,168,U
10016806,xfc_150kW,-93.1,45.2,station_168,168,U
10016807,xfc_150kW,-93.1,45.2,station_168,168,U
10016808,xfc_150kW,-93.1,45.2,station_168,168,U
10017001,xfc_150kW,-93.1,45.2,station_170,170,U
10017002,xfc_150kW,-93.1,45.2,station_170,170,U
10017003,xfc_150kW,-93.1,45.2,station_170,170,U
10017004,xfc_150kW,-93.1,45.2,station_170,170,U
10017005,xfc_150kW,-93.1,45.2,station_170,170,U
10017006,xfc_150kW,-93.1,45.2,station_170,170,U
10017007,xfc_150kW,-93.1,45.2,station_170,170,U
10017008,xfc_150kW,-93.1,45.2,station_170,170,U
10017101,xfc_150kW,-93.1,45.2,station_171,171,U
10017102,xfc_150kW,-93.1,45.2,station_171,171,U
10017103,xfc_150kW,-93.1,45.2,station_171,171,U
10017104,xfc_150kW,-93.1,45.2,station_171,171,U
10017105,xfc_150kW,-93.1,45.2,station_171,171,U
10017106,xfc_150kW,-93.1,45.2,station_171,171,U
10017107,xfc_150kW,-93.1,45.2,station_171,171,U
10017108,xfc_150kW,-93.1,45.2,station_171,171,U
10017501,xfc_150kW,-93.1,45.2,station_175,175,U
10017502,xfc_150kW,-93.1,45.2,station_175,175,U
10017503,xfc_150kW,-93.1,45.2,station_175,175,U
10017504,xfc_150kW,-93.1,45.2,station_175,175,U
10017505,xfc_150kW,-93.1,45.2,station_175,175,U
10017506,xfc_150kW,-93.1,45.2,station_175,175,U
10017507,xfc_150kW,-93.1,45.2,station_175,175,U
10017508,xfc_150kW,-93.1,45.2,station_175,175,U
10017801,xfc_150kW,-93.1,45.2,station_178,178,U
10017802,xfc_150kW,-93.1,45.2,station_178,178,U
10017803,xfc_150kW,-93.1,45.2,station_178,178,U
10017804,xfc_150kW,-93.1,45.2,station_178,178,U
10017805,xfc_150kW,-93.1,45.2,station_178,178,U
10017806,xfc_150kW,-93.1,45.2,station_178,178,U
10017807,xfc_150kW,-93.1,45.2,station_178,178,U
10017808,xfc_150kW,-93.1,45.2,station_178,178,U
10017904,xfc_150kW,-93.1,45.2,station_179,179,U
10017908,xfc_150kW,-93.1,45.2,station_179,179,U
10018002,xfc_150kW,-93.1,45.2,station_180,180,U
10018003,xfc_150kW,-93.1,45.2,station_180,180,U
10018004,xfc_150kW,-93.1,45.2,station_180,180,U
10018005,xfc_150kW,-93.1,45.2,station_180,180,U
10018007,xfc_150kW,-93.1,45.2,station_180,180,U
10018008,xfc_150kW,-93.1,45.2,station_180,180,U
10018009,xfc_150kW,-93.1,45.2,station_180,180,U
10018010,xfc_150kW,-93.1,45.2,station_180,180,U
10018011,xfc_150kW,-93.1,45.2,station_180,180,U
10018012,xfc_150kW,-93.1,45.2,station_180,180,U
10018101,xfc_150kW,-93.1,45.2,station_181,181,U
10018102,xfc_150kW,-93.1,45.2,station_181,181,U
10018103,xfc_150kW,-93.1,45.2,station_181,181,U
10018104,xfc_150kW,-93.1,45.2,station_181,181,U
10018105,xfc_150kW,-93.1,45.2,station_181,181,U
10018106,xfc_150kW,-93.1,45.2,station_181,181,U
10018107,xfc_150kW,-93.1,45.2,station_181,181,U
10018108,xfc_150kW,-93.1,45.2,station_181,181,U
10018401,xfc_150kW,-93.1,45.2,station_184,184,U
10018402,xfc_150kW,-93.1,45.2,station_184,184,U
10018403,xfc_150kW,-93.1,45.2,station_184,184,U
10018404,xfc_150kW,-93.1,45.2,station_184,184,U
10018405,xfc_150kW,-93.1,45.2,station_184,184,U
10018406,xfc_150kW,-93.1,45.2,station_184,184,U
10018407,xfc_150kW,-93.1,45.2,station_184,184,U
10018408,xfc_150kW,-93.1,45.2,station_184,184,U
10018409,xfc_150kW,-93.1,45.2,station_184,184,U
10018410,xfc_150kW,-93.1,45.2,station_184,184,U
10018411,xfc_150kW,-93.1,45.2,station_184,184,U
10018412,xfc_150kW,-93.1,45.2,station_184,184,U
10018901,xfc_150kW,-93.1,45.2,station_189,189,U
10018902,xfc_150kW,-93.1,45.2,station_189,189,U
10018903,xfc_150kW,-93.1,45.2,station_189,189,U
10018904,xfc_150kW,-93.1,45.2,station_189,189,U
10018905,xfc_150kW,-93.1,45.2,station_189,189,U
10018906,xfc_150kW,-93.1,45.2,station_189,189,U
10018907,xfc_150kW,-93.1,45.2,station_189,189,U
10018908,xfc_150kW,-93.1,45.2,station_189,189,U
10019001,xfc_150kW,-93.1,45.2,station_190,190,U
10019002,xfc_150kW,-93.1,45.2,station_190,190,U
10019003,xfc_150kW,-93.1,45.2,station_190,190,U
10019004,xfc_150kW,-93.1,45.2,station_190,190,U
10019005,xfc_150kW,-93.1,45.2,station_190,190,U
10019006,xfc_150kW,-93.1,45.2,station_190,190,U
10019007,xfc_150kW,-93.1,45.2,station_190,190,U
10019008,xfc_150kW,-93.1,45.2,station_190,190,U
10019101,xfc_150kW,-93.1,45.2,station_191,191,U
10019102,xfc_150kW,-93.1,45.2,station_191,191,U
10019103,xfc_150kW,-93.1,45.2,station_191,191,U
10019104,xfc_150kW,-93.1,45.2,station_191,191,U
10019105,xfc_150kW,-93.1,45.2,station_191,191,U
10019106,xfc_150kW,-93.1,45.2,station_191,191,U
10019107,xfc_150kW,-93.1,45.2,station_191,191,U
10019108,xfc_150kW,-93.1,45.2,station_191,191,U
10019109,xfc_150kW,-93.1,45.2,station_191,191,U
10019110,xfc_150kW,-93.1,45.2,station_191,191,U
10019401,xfc_150kW,-93.1,45.2,station_194,194,U
10019402,xfc_150kW,-93.1,45.2,station_194,194,U
10019403,xfc_150kW,-93.1,45.2,station_194,194,U
10019404,xfc_150kW,-93.1,45.2,station_194,194,U
10019405,xfc_150kW,-93.1,45.2,station_194,194,U
10019406,xfc_150kW,-93.1,45.2,station_194,194,U
10019407,xfc_150kW,-93.1,45.2,station_194,194,U
10019408,xfc_150kW,-93.1,45.2,station_194,194,U
10019601,xfc_150kW,-93.1,45.2,station_196,196,U
10019602,xfc_150kW,-93.1,45.2,station_196,196,U
10019603,xfc_150kW,-93.1,45.2,station_196,196,U
10019604,xfc_150kW,-93.1,45.2,station_196,196,U
10019605,xfc_150kW,-93.1,45.2,station_196,196,U
10019606,xfc_150kW,-93.1,45.2,station_196,196,U
10019607,xfc_150kW,-93.1,45.2,station_196,196,U
10019608,xfc_150kW,-93.1,45.2,station_196,196,U
10019801,xfc_150kW,-93.1,45.2,station_198,198,U
10019802,xfc_150kW,-93.1,45.2,station_198,198,U
10019803,xfc_150kW,-93.1,45.2,station_198,198,U
10019804,xfc_150kW,-93.1,45.2,station_198,198,U
10019805,xfc_150kW,-93.1,45.2,station_198,198,U
10019806,xfc_150kW,-93.1,45.2,station_198,198,U
10019807,xfc_150kW,-93.1,45.2,station_198,198,U
10019808,xfc_150kW,-93.1,45.2,station_198,198,U
10019901,xfc_150kW,-93.1,45.2,station_199,199,U
10019903,xfc_150kW,-93.1,45.2,station_199,199,U
10019904,xfc_150kW,-93.1,45.2,station_199,199,U
10019905,xfc_150kW,-93.1,45.2,station_199,199,U
10019906,xfc_150kW,-93.1,45.2,station_199,199,U
10019907,xfc_150kW,-93.1,45.2,station_199,199,U
10019908,xfc_150kW,-93.1,45.2,station_199,199,U
10019909,xfc_150kW,-93.1,45.2,station_199,199,U
10019910,xfc_150kW,-93.1,45.2,station_199,199,U
10019911,xfc_150kW,-93.1,45.2,station_199,199,U
10019912,xfc_150kW,-93.1,45.2,station_199,199,U
10020101,xfc_150kW,-93.1,45.2,station_201,201,U
10020102,xfc_150kW,-93.1,45.2,station_201,201,U
10020103,xfc_150kW,-93.1,45.2,station_201,201,U
10020104,xfc_150kW,-93.1,45.2,station_201,201,U
10020105,xfc_150kW,-93.1,45.2,station_201,201,U
10020106,xfc_150kW,-93.1,45.2,station_201,201,U
10020107,xfc_150kW,-93.1,45.2,station_201,201,U
10020108,xfc_150kW,-93.1,45.2,station_201,201,U
10020201,xfc_150kW,-93.1,45.2,station_202,202,U
10020202,xfc_150kW,-93.1,45.2,station_202,202,U
10020203,xfc_150kW,-93.1,45.2,station_202,202,U
10020204,xfc_150kW,-93.1,45.2,station_202,202,U
10020205,xfc_150kW,-93.1,45.2,station_202,202,U
10020206,xfc_150kW,-93.1,45.2,station_202,202,U
10020207,xfc_150kW,-93.1,45.2,station_202,202,U
10020208,xfc_150kW,-93.1,45.2,station_202,202,U
10020301,xfc_150kW,-93.1,45.2,station_203,203,U
10020302,xfc_150kW,-93.1,45.2,station_203,203,U
10020303,xfc_150kW,-93.1,45.2,station_203,203,U
