time_hrs,fossil_fuel,nuclear,solar
60.25,68.515431,622,1554.167569
60.3333333,49.661973,622,1581.614027
60.4166667,31.269605,622,1608.600395
60.5,43.520278,622,1596.349722
60.5833333,41.692604,622,1603.657396
60.6666667,40.412236,622,1610.417764
60.75,40.501656,622,1615.808344
60.8333333,41.144467,622,1620.645533
60.9166667,41.771052,622,1625.498948
61,43.652486,622,1629.097514
61.0833333,45.705989,622,1632.524011
61.1666667,48.432892,622,1635.277108
61.25,52.399095,622,1636.790905
61.3333333,56.329125,622,1638.340875
61.4166667,41.375899,622,1658.774101
61.5,41.639579,622,1658.510421
61.5833333,44.992016,622,1657.523984
61.6666667,48.955636,622,1655.927364
61.75,53.645407,622,1653.603593
61.8333333,58.989647,622,1650.625353
61.9166667,65.087053,622,1646.894947
62,71.959288,622,1642.388712
62.0833333,79.59517,622,1637.11983
62.1666667,87.884182,622,1631.196818
62.25,97.330347,622,1624.116653
62.3333333,144.038977,622,1579.775023
62.4166667,154.474959,622,1571.705041
62.5,199.989292,622,1526.190708
62.5833333,251.341364,622,1480.193636
62.6666667,266.78856,622,1470.10244
62.75,283.578851,622,1458.667149
62.8333333,301.033063,622,1446.568937
62.9166667,319.28712,622,1433.66988
63,338.070215,622,1420.242785
63.0833333,357.453705,622,1406.214295
63.1666667,377.354739,622,1391.669261
63.25,361.460454,622,1412.918546
63.3333333,383.285681,622,1396.449319
63.4166667,369.018779,622,1416.071221
63.5,350.350185,622,1434.739815
63.5833333,374.253836,622,1416.067164
63.6666667,398.816012,622,1396.735988
63.75,424.08438,622,1376.69862
63.8333333,449.777341,622,1356.236659
63.9166667,476.275543,622,1334.969457
64,503.708811,622,1312.766189
64.0833333,532.26406,622,1289.44194
64.1666667,561.303737,622,1265.633263
64.25,590.955966,622,1241.212034
64.3333333,621.271115,622,1216.127885
64.4166667,652.169741,622,1190.460259
64.5,678.498598,622,1164.131402
64.5833333,696.342259,622,1137.195741
64.6666667,714.830247,622,1109.615753
64.75,734.283698,622,1081.071302
64.8333333,754.35208,622,1051.91092
64.9166667,775.257479,622,1021.913521
65,823.8676078,622,964.2113922
65.0833333,866.8836488,622,912.1033512
65.1666667,890.7273977,622,879.1676023
65.25,915.3628508,622,845.4411492
65.3333333,940.9894869,622,810.7225131
65.4166667,967.5717967,622,775.0482033
65.5,1004.064193,622,738.5558073
65.5833333,1028.532267,622,701.6327327
65.6666667,1058.831052,622,658.8799481
65.75,1084.504959,622,620.7510414
65.8333333,1110.660914,622,582.1410865
65.9166667,1118.964651,622,561.3823493
66,1125.189522,622,542.7034783
66.0833333,1151.666607,622,503.7713934
66.1666667,1178.074478,622,464.909522
66.25,1204.540035,622,425.9889646
66.3333333,1230.525883,622,387.5491175
66.4166667,1255.704475,622,349.9155249
66.5,1292.922872,622,312.697128
66.5833333,1319.003803,622,281.8831974
66.6666667,1349.093207,622,247.0617933
66.75,1377.551016,622,213.870984
66.8333333,1395.241288,622,191.4477117
66.9166667,1419.514181,622,162.4418195
67,1441.370242,622,135.8537577
67.0833333,1460.435349,622,112.0556508
67.1666667,1476.500419,622,91.25758129
67.25,1490.003803,622,73.02119692
67.3333333,1501.182277,622,57.11072319
67.4166667,1509.630719,622,43.92928058
67.5,1520.946956,622,32.61304431
67.5833333,1520.654673,622,23.56432692
67.6666667,1518.262241,622,16.61575878
67.75,1514.231879,622,11.30512111
67.8333333,1508.908906,622,7.287093611
67.9166667,1502.502727,622,4.352273225
68,1495.510259,622,2.004740771
68.0833333,1487.876142,622,0.297857786
68.1666667,1479.61554,622,-0.782540116
68.25,1470.934175,622,-1.442174597
68.3333333,1462.111507,622,-1.960506642
68.4166667,1452.770507,622,-1.960506642
68.5,1452.770507,622,-1.960506642
68.5833333,1436.205507,622,-1.960506642
68.6666667,1419.641507,622,-1.960506642
68.75,1403.076507,622,-1.960506642
68.8333333,1386.512507,622,-1.960506642
68.9166667,1369.947507,622,-1.960506642
69,1353.383507,622,-1.960506642
69.0833333,1336.818507,622,-1.960506642
69.1666667,1320.254507,622,-1.960506642
69.25,1303.689507,622,-1.960506642
69.3333333,1287.125507,622,-1.960506642
69.4166667,1270.560507,622,-1.960506642
69.5,1270.560507,622,-1.960506642
69.5833333,1255.988507,622,-1.960506642
69.6666667,1241.416507,622,-1.960506642
69.75,1226.845507,622,-1.960506642
69.8333333,1212.273507,622,-1.960506642
69.9166667,1197.701507,622,-1.960506642
70,1183.129507,622,-1.960506642
70.0833333,1168.557507,622,-1.960506642
70.1666667,1153.985507,622,-1.960506642
70.25,1139.414507,622,-1.960506642
70.3333333,1124.842507,622,-1.960506642
70.4166667,1110.270507,622,-1.960506642
70.5,1110.270507,622,-1.960506642
70.5833333,1098.563507,622,-1.960506642
70.6666667,1086.855507,622,-1.960506642
70.75,1075.148507,622,-1.960506642
70.8333333,1063.441507,622,-1.960506642
70.9166667,1051.734507,622,-1.960506642
71,1040.026507,622,-1.960506642
71.0833333,1028.319507,622,-1.960506642
71.1666667,1016.612507,622,-1.960506642
71.25,1004.905507,622,-1.960506642
71.3333333,993.1975066,622,-1.960506642
71.4166667,981.4905066,622,-1.960506642
71.5,981.4905066,622,-1.960506642
71.5833333,969.2855066,622,-1.960506642
71.6666667,957.0795066,622,-1.960506642
71.75,944.8745066,622,-1.960506642
71.8333333,932.6685066,622,-1.960506642
71.9166667,920.4635066,622,-1.960506642
